id,text,label,annotator,ground_truth,prediction
346,And I was particularly attracted to scenes of sadomasochism,-1,2,negative,negative
347,"At the same time they make me feel good, but at the same time they make me feel bad.",0,2,neutral,neutral
348,I start to remember my aggressions and humiliations and I feel bad.,-1,3,negative,negative
349,"I know, it's such a strange thing.",-1,2,negative,neutral
350,"And I feel like I'm some slut too, just like them - who am I to call anyone a slut anyway?",-1,2,negative,negative
351,"And the moans are so forced, it's more like they're giving birth than having sex - no sex, it's more like copulation.",-1,3,negative,negative
352,"But anyway, sex is sex, and that relaxes me.",1,2,positive,neutral
353,"I don't want to be a whale, I'm already too fat!",-1,3,negative,negative
354,At least porn doesn't make you fat.,0,2,neutral,negative
355,I can't stand being away from my boyfriend anymore - I fucking want to have sex!,-1,3,negative,negative
356,He traveled and I'm here in the drought.,-1,3,negative,negative
357,He is now trying to control me.,-1,3,negative,negative
358,I had another phase of mood swings ahead of him and he threatened to break up with me if I didn't take the mood stabilizers.,-1,2,negative,negative
359,"Well, I've been doing some research and the nicest thing I found was lamotrigine, which is not fattening.",0,2,neutral,positive
360,"Topiramate makes you lose weight, but it fucks with your memory, and for a university student, that's not cool.",-1,2,negative,negative
361,"Well, I still don't know if I'll take it.",0,3,neutral,neutral
362,I'm afraid of turning into a robot.,-1,3,negative,negative
363,Today my class went to the library after the break.,0,3,neutral,neutral
364,"At break time I was there looking at the books, to see which one I was going to choose, I didn't find any interesting.",0,2,neutral,neutral
365,"There was one there ""Biloca's diary"" is a small and short book.",0,3,neutral,neutral
366,It doesn't have that many pages and the writer wasn't known to me either!,0,3,neutral,negative
367,"I picked it up thinking it was one of those children's books that say: ""Dear diary... Today I learned to read...""",0,3,neutral,neutral
368,Biluca is not a very well known name.,0,3,neutral,neutral
369,"So, I didn't even have time to read a page of the book and it hit.",0,2,neutral,negative
370,I went to the classroom and a little later my teacher took us to the library.,0,3,neutral,neutral
371,I rented the book and left.,0,3,neutral,neutral
372,"When the librarian went to deliver the book, she almost dies of shame for having taken that book.",-1,3,negative,negative
373,But I ended up reading it and I was really interested in it.,1,3,positive,positive
374,I've read half the book and I can see that it's totally different from what I thought.,0,3,neutral,neutral
375,It talks about an almost teenager (almost because she's still graduating and stuff) my God.,0,2,neutral,neutral
376,"The discovery of new feelings, new actions and such.",0,3,neutral,positive
377,"When I read the rest of the book, I won't miss the chance to do the summary.",0,2,neutral,positive
378,"Mom, I'm sorry for being who I am, for being so and only me, for being ""different"", for being so wrong in your eyes.",-1,3,negative,negative
379,"I'm sorry, or rather, forgive me for not being the daughter of your dreams so perfect, for only disappointing you when you expected the most from me.",-1,3,negative,negative
380,But it's just that it's so hard for me to please you.,-1,2,negative,negative
381,"On the contrary, I love you very much!",1,3,positive,positive
382,"I love you more than myself, after all you are my mother.",1,2,positive,positive
383,"Hate, I don't have it for you, nor for my father even though he's absent.",0,2,neutral,negative
384,"I hate myself for not being the daughter you always wanted and desired, and as much as I try - yes I do",-1,3,negative,negative
385,I'm sorry I didn't grow up the way or the way you expected.,-1,3,negative,negative
386,Only you don't know how it hurts when you disapprove of everything I do for you.,-1,3,negative,negative
387,You don't know how it hurts me when you put me down and humiliate me in front of anyone.,-1,3,negative,negative
388,"I just wanted to be proud of you, but it looks like I'll never really be good enough for you, and I can't pretend that everything's okay anymore, because it's not!",-1,3,negative,negative
389,"I'm sorry but I will never be perfect and that, believe me, hurts me more than it hurts you.",-1,3,negative,negative
390,"I can't take our fights anymore, they leave me in a state that I can't even explain in words.",-1,3,negative,negative
391,"And nothing will change the things you told me, nothing will make 'us' work again.",-1,3,negative,negative
392,"But mom, please don't give up on me like that.",-1,2,negative,negative
393,"I can't believe it's so hard to talk to you, to my own mother.",-1,3,negative,negative
394,"Yesterday [Sunday] I couldn't write here because I was too ""busy"".",0,3,neutral,neutral
395,I went out on Saturday for my soon to be married cousin's bridal shower.,0,3,neutral,neutral
396,"It was me, my sister, boyfriend, father and mother.",0,3,neutral,neutral
398,My boyfriend slept at my house.,0,2,neutral,neutral
399,"I share a room with my sister, so I was in my bed, he was on the mattress (on the floor next to me) and my sister was in her bed which is right next door (close by).",0,2,neutral,neutral
400,"We got back from the party and went straight to ""sleep"", my sister was the first to fall asleep, while my boyfriend and I were holding hands (he lying down and me too... and talking softly).",0,2,neutral,positive
401,Until suddenly my sister gets up and starts crying like crazy.,-1,3,negative,negative
402,"In the end, she ended up sleeping with my father, and my mother in her (my sister's) bed.",0,2,neutral,negative
403,"My mother is very nice, she has the air of a teenager and the head of a woman... she is always in a good mood, when we go to parties she dances, shakes things up, infects everyone.",1,3,positive,positive
404,"Her relationship with my boyfriend is great, they both joke around and I love that.",1,3,positive,positive
405,"Then he hugged me, kissed me and we curled up and talked a little and then we slept.",1,3,positive,positive
406,"I'm very cold, when I was in my bed, I took 3 covers and I was wearing a cold shirt.",0,3,neutral,negative
407,"As soon as he hugged me, I also started to feel hot and took off my sweater.",1,2,positive,neutral
409,"When I woke up, my boyfriend had his hand on my waist, hugging me, his head close to my hair.",1,3,positive,positive
410,"He says that he got up before me, and kissed my face, and I didn't even move because I was so sleepy.",1,2,positive,positive
411,We got up and went to buy my mother a beer.,0,3,neutral,neutral
412,"After a while, we lay down on the couch (it was already afternoon) because he wanted to watch the game that was going to be on TV.",0,3,neutral,neutral
413,"When I woke up he hugged me, kissed me calling me lazy and said ""I love you"" He is too beautiful.",1,3,positive,positive
414,"We spent the rest of the day hanging out, we agreed to go to the mall so he could pay a bill, but who said laziness left it?",1,2,positive,neutral
415,"So that's it, I'm done here, today I'm very happy and I miss him already, we are clingy in our own way, and I love that.",1,3,positive,positive
416,It's great to have someone you love by your side.,1,3,positive,positive
417,"Other than waking up with an I love you, it makes the day wonderful and happy.",1,3,positive,positive
418,"Anyway, Good Evening, and I would like to thank you for the comments on the previous subject.",1,3,positive,neutral
419,"Well it all started in April last year when my mother started dating a man I don't even know where he appeared from, well they were dating for a week and he was already living inside my house",0,2,neutral,negative
